time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-12-19T12:22:14.290Z,33.0028333,-116.356,10.76,2.69,ml,100,48,0.1014,0.2,ci,ci38166679,2018-12-23T14:17:04.487Z,"24km ESE of Julian, CA",earthquake,0.12,0.34,0.145,125,reviewed,ci,ci
2018-12-19T08:53:49.550Z,39.6839,-108.0003,5,2.7,ml,,129,0.487,0.82,us,us2000j4y4,2019-02-23T20:23:37.040Z,"24km NW of Rifle, Colorado",earthquake,2.8,2,0.049,54,reviewed,us,us
2018-12-19T05:26:04.160Z,37.4705,-118.8158333,5.54,2.74,md,36,106,0.1109,0.05,nc,nc73123010,2018-12-20T18:18:02.897Z,"16km SW of Toms Place, CA",earthquake,0.22,1.09,0.206,44,reviewed,nc,nc
2018-12-18T20:27:08.080Z,35.9635,-97.238,7.86,2.7,mb_lg,,31,0.095,0.33,us,us2000iuvy,2019-02-23T20:20:47.040Z,"2km NE of Langston, Oklahoma",earthquake,0.8,4.6,0.092,31,reviewed,ok,us
2018-12-18T20:25:10.060Z,36.1147,-97.8405,4.57,2.5,ml,,36,0.105,0.27,us,us2000iuvx,2019-02-23T20:21:23.040Z,"5km E of Hennessey, Oklahoma",earthquake,0.9,4.5,0.266,21,reviewed,ok,ok
2018-12-18T04:52:38.780Z,36.5723,-98.2043,6.73,2.6,ml,,97,0.191,0.37,us,us2000iumt,2019-02-23T20:21:16.040Z,"6km ENE of Helena, Oklahoma",earthquake,0.9,2.6,0.175,24,reviewed,ok,ok
2018-12-18T04:21:40.230Z,40.9426667,-124.6536667,15.59,2.93,ml,39,218,0.4072,0.19,nc,nc73122640,2019-02-23T20:21:15.040Z,"44km WNW of Bayview, CA",earthquake,0.79,1.05,0.121,13,reviewed,nc,nc
2018-12-17T21:01:36.900Z,43.6897,-105.3672,0,3.4,ml,,77,1.054,0.58,us,us2000iuiy,2019-02-23T20:21:11.040Z,Wyoming,mining explosion,5.7,1.8,0.057,63,reviewed,us,us
2018-12-17T18:02:39.570Z,36.094,-117.882,4.09,2.62,ml,36,57,0.0322,0.15,ci,ci38165335,2018-12-18T02:05:27.468Z,"8km NE of Coso Junction, CA",earthquake,0.16,0.3,0.164,25,reviewed,ci,ci
2018-12-17T11:26:24.260Z,38.0583333,-118.8751667,6.45,2.52,md,35,100,0.07882,0.07,nc,nc73122375,2018-12-31T22:36:24.317Z,"21km SE of Bodie, CA",earthquake,0.19,1.13,0.248,41,reviewed,nc,nc
2018-12-17T07:42:48.230Z,36.4566,-98.7897,5,3,mb_lg,,95,0.043,0.3,us,us2000iud8,2019-02-23T20:21:06.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.7,1.8,0.058,78,reviewed,us,us
2018-12-17T02:52:01.740Z,35.9568333,-116.7345,-0.34,3.62,ml,32,62,0.2346,0.19,ci,ci38164815,2019-02-23T20:20:50.040Z,"42km W of Shoshone, CA",earthquake,0.2,0.6,0.125,312,reviewed,ci,ci
2018-12-16T21:48:09.204Z,41.1658,-116.8464,0,3.1,ml,9,267.36,0.378,0.2105,nn,nn00670366,2018-12-17T00:34:32.570Z,"58km N of Battle Mountain, Nevada",explosion,,0,0.69,7,reviewed,nn,nn
2018-12-16T10:41:27.320Z,36.7463333,-121.4555,7.35,2.76,md,57,51,0.01523,0.15,nc,nc73122090,2018-12-19T00:36:04.140Z,"11km SW of Ridgemark, CA",earthquake,0.2,0.33,0.192,95,reviewed,nc,nc
2018-12-16T06:05:15.898Z,40.5301,-115.103,2.8,2.5,ml,6,108.6,0.238,0.1723,nn,nn00670374,2019-02-16T22:29:10.040Z,"42km NW of Currie, Nevada",earthquake,,9.7,0.26,4,reviewed,nn,nn
2018-12-16T04:12:02.030Z,36.0383333,-83.6955,19.69,3.01,md,25,44,0.1909,0.19,se,se60222112,2019-03-05T21:06:28.148Z,"5km ESE of Mascot, Tennessee",earthquake,0.29,0.75,0.091,22,reviewed,se,se
2018-12-15T21:55:50.520Z,36.2818,-97.5154,5.06,2.5,mb_lg,,33,0.227,0.16,us,us2000itxv,2019-02-16T22:29:10.040Z,"20km W of Perry, Oklahoma",earthquake,0.8,2.7,0.12,18,reviewed,us,us
2018-12-15T21:31:04.050Z,36.2856,-97.5158,4.86,3,mb_lg,,25,0.228,0.16,us,us2000itxh,2019-02-16T22:29:10.040Z,"20km W of Perry, Oklahoma",earthquake,1.1,4.5,0.055,87,reviewed,us,us
2018-12-15T14:56:42.700Z,38.81,-122.8211667,2.77,2.92,md,63,22,0.00636,0.06,nc,nc73121710,2018-12-21T10:40:23.954Z,"7km WNW of The Geysers, CA",earthquake,0.11,0.17,0.266,45,reviewed,nc,nc
2018-12-15T09:07:12.620Z,34.0221667,-119.005,14.63,2.62,ml,62,58,0.1977,0.29,ci,ci38163951,2018-12-17T17:06:07.392Z,"18km W of Malibu, CA",earthquake,0.32,0.66,0.179,138,reviewed,ci,ci
2018-12-15T06:09:27.520Z,36.4483,-98.778,5,3.1,mb_lg,,28,0.041,0.57,us,us2000itsm,2019-02-16T22:29:09.040Z,"33km NW of Fairview, Oklahoma",earthquake,2.4,2,0.053,92,reviewed,us,us
2018-12-14T23:35:33.660Z,39.6014,-107.3543,2.18,2.5,ml,,91,0.866,0.38,us,us2000itr0,2019-02-16T22:29:09.040Z,"6km NNW of Glenwood Springs, Colorado",earthquake,1.8,2.1,0.037,96,reviewed,us,us
2018-12-14T17:45:18.720Z,36.4497,-98.7778,8.1,2.9,ml,,86,0.019,1.22,us,us2000itnf,2019-02-16T22:29:08.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.9,8.3,0.182,10,reviewed,ok,ok
2018-12-14T17:33:10.160Z,43.6561,-105.5467,0,3.2,ml,,93,1.187,1.24,us,us2000itnc,2019-02-16T22:29:08.040Z,Wyoming,mining explosion,2.6,1.8,0.066,30,reviewed,us,us
2018-12-14T14:43:30.750Z,40.2961667,-124.2595,9.98,2.5,md,10,144,0.03598,0.05,nc,nc73121410,2018-12-18T12:25:02.541Z,"4km SE of Petrolia, CA",earthquake,0.51,0.43,0.178,8,reviewed,nc,nc
2018-12-14T11:50:51.720Z,40.3436667,-124.2296667,28.49,2.67,md,19,84,0.04812,0.11,nc,nc73121390,2018-12-18T07:02:02.584Z,"5km ENE of Petrolia, CA",earthquake,0.66,0.93,0.127,33,reviewed,nc,nc
2018-12-14T05:22:08.490Z,36.4525,-98.7698,9.31,2.5,ml,,88,0.025,0.6,us,us2000itky,2019-02-16T22:29:08.040Z,"33km NW of Fairview, Oklahoma",earthquake,1.7,8.4,0.194,8,reviewed,ok,ok
2018-12-13T20:38:07.560Z,45.1827,-106.8414,0,3.1,ml,,103,1.566,0.87,us,us2000iv27,2019-02-16T22:29:07.040Z,eastern Montana,mining explosion,3.7,1.1,0.064,32,reviewed,us,us
2018-12-13T18:46:16.150Z,36.1468333,-83.7523333,4.76,2.65,md,14,74,0.1044,0.13,se,se60070923,2019-03-05T21:40:21.893Z,"4km W of Blaine, Tennessee",earthquake,0.26,0.66,0.014,8,reviewed,se,se
2018-12-13T16:47:48.230Z,41.3296,-100.199,5,3,mb_lg,,68,0.084,0.78,us,us2000itd7,2019-02-16T22:29:07.040Z,"31km ESE of Stapleton, Nebraska",earthquake,2.2,2,0.084,38,reviewed,us,us
2018-12-13T11:32:47.200Z,40.4273333,-124.3801667,28.67,2.94,md,18,228,0.05816,0.11,nc,nc73120975,2018-12-18T01:03:04.169Z,"14km NW of Petrolia, CA",earthquake,1.07,0.85,0.138,60,reviewed,nc,nc
2018-12-12T13:39:22.050Z,45.3574,-112.6111,8.28,2.6,ml,,69,0.011,0.57,us,us2000iswp,2019-02-16T22:29:06.040Z,"15km N of Dillon, Montana",earthquake,4.3,5,0.057,40,reviewed,us,us
2018-12-12T09:27:07.940Z,35.6025,-84.736,5.84,2.96,md,22,43,0.1808,0.16,se,se60247876,2019-02-16T22:29:05.040Z,"10km NNE of Decatur, Tennessee",earthquake,0.28,1.67,0.145,19,reviewed,se,se
2018-12-12T09:14:43.610Z,35.6123333,-84.732,7.87,4.4,mw,32,40,,0.14,se,se60247871,2019-11-30T09:46:56.982Z,"12km NNE of Decatur, Tennessee",earthquake,0.22,0.66,,0,reviewed,se,se
2018-12-12T04:02:01.120Z,36.5382,-98.9525,6.84,2.8,ml,,105,0.098,1.03,us,us2000isp5,2019-02-16T22:29:05.040Z,"25km ENE of Mooreland, Oklahoma",earthquake,1.3,3.1,0.318,22,reviewed,ok,ok
2018-12-11T21:49:25.160Z,43.6098,-105.1762,0,2.9,ml,,71,0.97,0.83,us,us2000iuqh,2019-02-16T22:29:05.040Z,Wyoming,mining explosion,7,1.7,0.071,29,reviewed,us,us
2018-12-11T17:08:59.090Z,43.474,-105.4355,0,3.1,ml,,77,1.202,0.87,us,us2000isjd,2019-02-16T22:29:05.040Z,Wyoming,mining explosion,4.8,1.2,0.062,34,reviewed,us,us
2018-12-11T15:45:07.900Z,31.0848,-103.3199,1.28,2.5,mb_lg,,67,0.164,0.54,us,us2000isiz,2019-02-16T22:29:04.040Z,"40km SSE of Pecos, Texas",earthquake,2.4,2.8,0.132,15,reviewed,us,us
2018-12-11T13:56:35.400Z,36.7956667,-113.6803333,1.01,2.62,ml,17,109,0.4044,0.17,uu,uu60306897,2019-02-16T22:29:04.040Z,"24km ESE of Littlefield, Arizona",earthquake,0.65,1.9,0.114,5,reviewed,uu,uu
2018-12-11T12:09:28.710Z,35.3725,-117.8563333,2.02,2.69,ml,42,40,0.1052,0.18,ci,ci38391784,2018-12-11T20:12:09.168Z,"20km W of Johannesburg, CA",earthquake,0.18,0.43,0.173,100,reviewed,ci,ci
2018-12-11T11:15:47.970Z,39.5855,-107.3438,5,3.2,ml,,93,0.882,0.67,us,us2000isl6,2019-02-16T22:29:04.040Z,"4km NNW of Glenwood Springs, Colorado",earthquake,2.4,1.9,0.047,59,reviewed,us,us
2018-12-11T11:13:07.170Z,39.5954,-107.3581,1.13,3.6,ml,,133,0.867,0.2,us,us2000ish5,2019-02-16T22:29:04.040Z,"5km NNW of Glenwood Springs, Colorado",earthquake,1.6,2.4,0.033,120,reviewed,us,us
2018-12-11T10:02:29.440Z,39.6254,-107.3434,3.83,3.4,ml,,132,0.858,0.27,us,us2000isgx,2019-02-16T22:29:04.040Z,"8km N of Glenwood Springs, Colorado",earthquake,2.5,5.1,0.034,113,reviewed,us,us
2018-12-11T08:36:47.710Z,36.9538,-97.3498,8.67,2.6,ml,,143,0.118,0.3,us,us2000isg4,2019-02-16T22:29:04.040Z,"17km NNW of Blackwell, Oklahoma",earthquake,1.3,8,0.155,20,reviewed,ok,ok
2018-12-11T06:10:20.870Z,40.2893333,-124.5143333,19.86,2.98,ml,27,244,0.1769,0.12,nc,nc73121386,2019-02-16T22:29:04.040Z,"20km WSW of Petrolia, CA",earthquake,0.84,0.32,0.299,18,reviewed,nc,nc
2018-12-10T21:42:44.950Z,36.8403,-98.232,6.39,2.6,ml,,97,0.236,0.37,us,us2000is8k,2019-02-16T22:29:03.040Z,"14km NE of Cherokee, Oklahoma",earthquake,0.9,4,0.261,27,reviewed,ok,ok
2018-12-10T16:23:36.630Z,35.8262,-95.0365,4.55,2.7,ml,,200,0.341,0.85,us,us1000i5m5,2019-02-16T22:29:03.040Z,"8km WSW of Park Hill, Oklahoma",earthquake,2.6,5.1,0.09,6,reviewed,ok,ok
2018-12-10T12:55:54.270Z,39.6807,-98.2965,15.96,2.7,mb_lg,,109,1.297,0.65,us,us1000i5kv,2019-02-16T22:29:02.040Z,"13km SSW of Mankato, Kansas",earthquake,2.2,7.7,0.106,23,reviewed,us,us
2018-12-10T12:15:20.750Z,38.0578333,-122.2248333,8.46,2.55,md,97,82,0.01158,0.18,nc,nc73121111,2018-12-12T04:13:02.521Z,"1km WNW of Crockett, CA",earthquake,0.17,0.24,0.135,79,reviewed,nc,nc
2018-12-10T07:38:03.330Z,38.7356667,-122.7235,1.53,3.09,ml,71,48,0.01062,0.11,nc,nc73120976,2019-02-16T22:29:02.040Z,"5km SSW of Anderson Springs, CA",earthquake,0.11,0.2,0.229,41,reviewed,nc,nc
2018-12-10T06:23:03.630Z,34.0395,-97.406,19.61,3,ml,,66,0.193,0.9,us,us1000i5ib,2019-02-16T22:29:02.040Z,"13km S of Wilson, Oklahoma",earthquake,1.9,7.1,0.213,11,reviewed,ok,ok
2018-12-09T21:51:18.100Z,36.2761,-97.5099,5.65,2.5,mb_lg,,31,0.222,0.22,us,us1000i5fb,2019-02-16T19:52:35.040Z,"19km W of Perry, Oklahoma",earthquake,1,1.8,0.114,20,reviewed,us,us
2018-12-09T18:21:35.290Z,36.9032,-97.4818,8.63,2.7,ml,,87,0.11,0.29,us,us1000i5m1,2019-02-16T19:52:34.040Z,"18km SE of Caldwell, Kansas",earthquake,1.6,4.7,0.222,20,reviewed,ok,ok
2018-12-09T13:15:04.720Z,38.7883333,-122.7295,1.78,2.71,md,69,38,0.007601,0.09,nc,nc73120756,2018-12-13T02:07:03.685Z,"3km ENE of The Geysers, CA",earthquake,0.13,0.19,0.135,44,reviewed,nc,nc
2018-12-09T06:14:10.810Z,36.4428,-98.7895,5,2.8,mb_lg,,96,0.052,0.13,us,us1000i59s,2019-02-16T19:52:33.040Z,"33km NW of Fairview, Oklahoma",earthquake,2,2,0.074,47,reviewed,us,us
2018-12-09T05:21:31.470Z,34.515,-97.711,19.32,2.9,ml,,58,0.132,0.23,us,us1000i59e,2019-02-16T19:52:33.040Z,"16km SE of Bray, Oklahoma",earthquake,2,4.3,0.259,13,reviewed,ok,ok
2018-12-09T00:55:08.870Z,36.4545,-98.7938,5.46,2.8,ml,,96,0.007,0.44,us,us1000i57u,2019-02-16T19:52:33.040Z,"34km NW of Fairview, Oklahoma",earthquake,1.7,3.8,0.223,16,reviewed,ok,ok
2018-12-08T22:04:04.760Z,34.2363333,-117.4473333,10.33,2.54,ml,116,20,0.02918,0.19,ci,ci38389856,2018-12-10T18:55:16.030Z,"4km WNW of Devore, CA",earthquake,0.11,0.2,0.121,170,reviewed,ci,ci
2018-12-08T15:53:43.320Z,36.459,-98.7958,6,2.7,ml,,124,0.01,0.48,us,us1000i52w,2019-02-16T19:52:32.040Z,"35km NW of Fairview, Oklahoma",earthquake,2.1,5.9,0.268,14,reviewed,ok,ok
2018-12-08T06:18:11.060Z,35.6795,-84.564,21.84,2.71,md,23,63,0.08686,0.11,se,se60247616,2019-02-24T01:29:39.090Z,"12km NW of Sweetwater, Tennessee",earthquake,0.26,0.42,0.146,18,reviewed,se,se
2018-12-07T19:51:26.360Z,39.6466,-98.3822,5,2.8,mb_lg,,52,1.249,0.64,us,us2000iskc,2019-02-16T19:52:30.040Z,"21km SW of Mankato, Kansas",earthquake,3,2,0.117,19,reviewed,us,us
2018-12-07T07:06:47.810Z,36.6506667,-121.2736667,9.05,2.75,md,24,110,0.05163,0.14,nc,nc73119876,2018-12-13T02:22:04.783Z,"16km SSE of Tres Pinos, CA",earthquake,0.29,0.54,0.173,23,reviewed,nc,nc
2018-12-07T07:06:44.530Z,36.6555,-121.2711667,8.36,2.83,md,45,66,0.05665,0.07,nc,nc73119881,2018-12-13T01:37:03.511Z,"16km SSE of Tres Pinos, CA",earthquake,0.13,0.5,0.18,51,reviewed,nc,nc
2018-12-06T14:24:41.170Z,33.4885,-116.8036667,2.18,2.6,ml,124,22,0.02397,0.21,ci,ci38387600,2018-12-20T20:36:26.131Z,"8km NE of Aguanga, CA",earthquake,0.11,0.27,0.142,26,reviewed,ci,ci
2018-12-06T06:00:51.010Z,33.487,-116.8036667,1.91,2.95,ml,137,11,0.02545,0.22,ci,ci38387288,2019-02-16T19:52:26.040Z,"8km NE of Aguanga, CA",earthquake,0.1,0.25,0.165,206,reviewed,ci,ci
2018-12-06T03:25:25.920Z,40.0483333,-120.8096667,0.8,2.88,md,33,139,0.05798,0.15,nc,nc73119456,2018-12-07T02:05:34.619Z,"4km SE of Taylorsville, CA",earthquake,0.34,1.22,0.16,43,reviewed,nc,nc
2018-12-06T00:25:12.610Z,40.0416667,-120.7873333,2.35,2.6,md,26,115,0.07502,0.1,nc,nc73119441,2018-12-07T02:05:25.199Z,"6km SE of Taylorsville, CA",earthquake,0.31,0.83,0.135,41,reviewed,nc,nc
2018-12-05T22:10:06.190Z,35.7286667,-117.0745,1.68,3.73,mw,54,38,0.2346,0.14,ci,ci38386992,2019-02-16T19:52:25.040Z,"28km E of Trona, CA",earthquake,0.12,0.49,,6,reviewed,ci,ci
2018-12-05T21:40:16.620Z,35.7303333,-117.0776667,0.84,4.2,mw,60,34,0.2316,0.17,ci,ci38386960,2019-02-16T19:52:25.040Z,"28km E of Trona, CA",earthquake,0.13,0.61,,6,reviewed,ci,ci
2018-12-05T16:55:16.730Z,36.1019,-97.8459,5,3,mb_lg,,42,0.187,0.29,us,us1000i2x0,2019-02-16T19:52:24.040Z,"4km E of Hennessey, Oklahoma",earthquake,1.1,1.8,0.056,82,reviewed,us,us
2018-12-05T15:18:43.390Z,34.5196667,-119.1431667,11.67,2.73,ml,65,30,0.08268,0.34,ci,ci38386496,2018-12-08T06:06:54.846Z,"12km NE of Ojai, CA",earthquake,0.28,0.83,0.149,124,reviewed,ci,ci
2018-12-05T12:32:28.610Z,40.044,-120.8033333,2.2,2.53,md,31,84,0.0627,0.13,nc,nc73119346,2018-12-06T17:55:03.432Z,"4km SE of Taylorsville, CA",earthquake,0.32,0.58,0.165,34,reviewed,nc,nc
2018-12-05T12:08:22.920Z,44.1811,-114.3611,5,2.5,ml,,58,0.619,0.86,us,us1000i2ut,2019-02-16T19:52:23.040Z,"37km SSW of Challis, Idaho",earthquake,1.9,1.9,0.06,36,reviewed,us,us
2018-12-05T11:23:17.410Z,36.5953,-98.5212,4.21,2.7,ml,,118,0.142,0.52,us,us1000i2q6,2019-02-16T19:52:23.040Z,"22km SW of Cherokee, Oklahoma",earthquake,1.6,4.2,0.236,17,reviewed,ok,ok
2018-12-05T09:01:36.850Z,37.4048333,-118.604,10.1,3.19,ml,38,73,0.06094,0.06,nc,nc73119281,2019-02-16T19:52:22.040Z,"1km SSW of Round Valley, CA",earthquake,0.28,0.75,0.202,13,reviewed,nc,nc
2018-12-05T07:43:06.840Z,36.0985,-97.8708,4.38,2.6,ml,,40,0.123,0.29,us,us1000i2km,2019-02-16T19:52:21.040Z,"2km ESE of Hennessey, Oklahoma",earthquake,1.1,2.1,0.186,25,reviewed,ok,ok
2018-12-05T02:02:59.100Z,36.4547,-98.8018,5.79,3.2,ml,,71,0.005,0.47,us,us1000i2fg,2019-02-16T19:52:20.040Z,"35km NW of Fairview, Oklahoma",earthquake,0.7,3.8,0.134,20,reviewed,ok,ok
